id,RECALL,TRP
0,0.015625,1
1,0.015625,1
2,0.015625,1
3,0.015625,1
4,0.015625,1
5,0.015625,1
6,0.015625,1
7,0.015625,1
8,0.015625,1
9,0.015625,1
10,0.015625,1
11,0.015625,1
12,0.015625,1
13,0.015625,1
14,0.015625,1
15,0.015625,1
16,0.015625,1
17,0.015625,1
18,0.015625,1
19,0.015625,1
20,0.015625,1
21,0.015625,1
22,0.015625,1
23,0.015625,1
24,0.015625,1
25,0.015625,1
26,0.015625,1
27,0.015625,1
28,0.015625,1
29,0.015625,1
30,0.015625,1
31,0.015625,1
32,0.015625,1
33,0.015625,1
34,0.015625,1
35,0.015625,1
36,0.015625,1
37,0.015625,1
38,0.015625,1
39,0.015625,1
40,0.015625,1
41,0.015625,1
42,0.015625,0.5
43,0.015625,0.5
44,0.015625,0.5
45,0.015625,0.5
46,0.015625,0.5
47,0.015625,0.5
48,0.015625,0.5
49,0.015625,0.5
50,0.015625,0.5
51,0.015625,0.5
52,0.015625,0.5
53,0.015625,0.5
54,0.015625,0.5
55,0.015625,0.5
56,0.015625,0.5
57,0.015625,0.5
58,0.015625,0.5
59,0.015625,0.5
60,0.015625,0.5
61,0.015625,0.5
62,0.015625,0.5
63,0.015625,0.5
64,0.015625,0.5
65,0.015625,0.5
66,0.015625,0.5
67,0.03125,0.666666667
68,0.03125,0.666666667
69,0.03125,0.666666667
70,0.03125,0.666666667
71,0.03125,0.666666667
72,0.03125,0.666666667
73,0.03125,0.666666667
74,0.03125,0.666666667
75,0.03125,0.666666667
76,0.03125,0.666666667
77,0.03125,0.666666667
78,0.03125,0.666666667
79,0.03125,0.666666667
80,0.03125,0.666666667
81,0.03125,0.666666667
82,0.03125,0.666666667
83,0.03125,0.666666667
84,0.046875,0.75
85,0.046875,0.75
86,0.046875,0.75
87,0.078125,0.833333333
88,0.078125,0.833333333
89,0.078125,0.833333333
90,0.078125,0.833333333
91,0.078125,0.833333333
92,0.078125,0.833333333
93,0.078125,0.833333333
94,0.078125,0.833333333
95,0.078125,0.833333333
96,0.078125,0.833333333
97,0.078125,0.833333333
98,0.078125,0.714285714
99,0.078125,0.714285714
100,0.078125,0.714285714
101,0.078125,0.714285714
102,0.078125,0.714285714
103,0.078125,0.714285714
104,0.078125,0.714285714
105,0.078125,0.714285714
106,0.078125,0.714285714
107,0.078125,0.714285714
108,0.078125,0.714285714
109,0.078125,0.714285714
110,0.078125,0.714285714
111,0.078125,0.714285714
112,0.078125,0.714285714
113,0.078125,0.714285714
114,0.078125,0.714285714
115,0.078125,0.714285714
116,0.078125,0.714285714
117,0.078125,0.625
118,0.078125,0.625
119,0.078125,0.625
120,0.078125,0.625
121,0.078125,0.625
122,0.078125,0.625
123,0.078125,0.625
124,0.078125,0.625
125,0.078125,0.625
126,0.078125,0.625
127,0.078125,0.625
128,0.078125,0.625
129,0.078125,0.625
130,0.078125,0.625
131,0.078125,0.625
132,0.078125,0.625
133,0.078125,0.625
134,0.078125,0.625
135,0.078125,0.625
136,0.078125,0.625
137,0.078125,0.625
138,0.078125,0.625
139,0.078125,0.625
140,0.078125,0.625
141,0.078125,0.625
142,0.078125,0.625
143,0.078125,0.625
144,0.078125,0.625
145,0.078125,0.625
146,0.078125,0.625
147,0.078125,0.625
148,0.078125,0.625
149,0.078125,0.625
150,0.078125,0.625
151,0.078125,0.625
152,0.078125,0.625
153,0.078125,0.625
154,0.078125,0.625
155,0.078125,0.625
156,0.078125,0.625
157,0.078125,0.625
158,0.078125,0.625
159,0.078125,0.625
160,0.078125,0.625
161,0.078125,0.625
162,0.078125,0.625
163,0.078125,0.625
164,0.078125,0.625
165,0.078125,0.625
166,0.078125,0.625
167,0.078125,0.625
168,0.078125,0.625
169,0.078125,0.625
170,0.078125,0.625
171,0.078125,0.625
172,0.078125,0.625
173,0.078125,0.625
174,0.078125,0.625
175,0.078125,0.625
176,0.078125,0.625
177,0.078125,0.625
178,0.078125,0.625
179,0.078125,0.625
180,0.078125,0.625
181,0.078125,0.625
182,0.078125,0.625
183,0.078125,0.625
184,0.078125,0.625
185,0.078125,0.625
186,0.078125,0.625
187,0.078125,0.625
188,0.078125,0.625
189,0.078125,0.625
190,0.078125,0.625
191,0.09375,0.666666667
192,0.09375,0.666666667
193,0.09375,0.6
194,0.09375,0.6
195,0.09375,0.6
196,0.09375,0.6
197,0.09375,0.6
198,0.09375,0.6
199,0.09375,0.6
200,0.09375,0.6
201,0.109375,0.636363636
202,0.109375,0.636363636
203,0.109375,0.583333333
204,0.109375,0.583333333
205,0.109375,0.583333333
206,0.109375,0.583333333
207,0.109375,0.583333333
208,0.125,0.615384615
209,0.125,0.615384615
210,0.125,0.615384615
211,0.125,0.615384615
212,0.125,0.615384615
213,0.140625,0.642857143
214,0.140625,0.642857143
215,0.140625,0.642857143
216,0.140625,0.642857143
217,0.140625,0.642857143
218,0.140625,0.642857143
219,0.140625,0.642857143
220,0.140625,0.642857143
221,0.140625,0.642857143
222,0.140625,0.642857143
223,0.140625,0.642857143
224,0.140625,0.642857143
225,0.140625,0.642857143
226,0.140625,0.642857143
227,0.140625,0.642857143
228,0.140625,0.642857143
229,0.140625,0.642857143
230,0.140625,0.642857143
231,0.15625,0.666666667
232,0.171875,0.6875
233,0.171875,0.6875
234,0.171875,0.6875
235,0.171875,0.6875
236,0.171875,0.6875
237,0.171875,0.6875
238,0.171875,0.6875
239,0.1875,0.705882353
240,0.203125,0.722222222
241,0.203125,0.722222222
242,0.21875,0.736842105
243,0.21875,0.736842105
244,0.21875,0.736842105
245,0.21875,0.736842105
246,0.21875,0.736842105
247,0.21875,0.736842105
248,0.21875,0.736842105
249,0.21875,0.736842105
250,0.21875,0.736842105
251,0.21875,0.736842105
252,0.21875,0.736842105
253,0.21875,0.736842105
254,0.21875,0.736842105
255,0.21875,0.736842105
256,0.21875,0.736842105
257,0.21875,0.736842105
258,0.21875,0.736842105
259,0.21875,0.736842105
260,0.21875,0.736842105
261,0.21875,0.736842105
262,0.21875,0.736842105
263,0.21875,0.736842105
264,0.21875,0.736842105
265,0.21875,0.736842105
266,0.21875,0.736842105
267,0.21875,0.736842105
268,0.21875,0.736842105
269,0.21875,0.736842105
270,0.21875,0.736842105
271,0.21875,0.736842105
272,0.21875,0.736842105
273,0.21875,0.736842105
274,0.21875,0.736842105
275,0.21875,0.736842105
276,0.21875,0.736842105
277,0.21875,0.736842105
278,0.234375,0.75
279,0.234375,0.75
280,0.234375,0.75
281,0.234375,0.75
282,0.234375,0.75
283,0.234375,0.75
284,0.234375,0.75
285,0.234375,0.75
286,0.234375,0.75
287,0.234375,0.75
288,0.234375,0.75
289,0.234375,0.75
290,0.234375,0.75
291,0.234375,0.75
292,0.234375,0.75
293,0.234375,0.75
294,0.234375,0.75
295,0.234375,0.75
296,0.234375,0.75
297,0.234375,0.75
298,0.234375,0.75
299,0.234375,0.75
300,0.234375,0.75
301,0.234375,0.75
302,0.234375,0.75
303,0.234375,0.75
304,0.234375,0.75
305,0.234375,0.75
306,0.234375,0.75
307,0.234375,0.75
308,0.234375,0.75
309,0.234375,0.75
310,0.234375,0.75
311,0.234375,0.75
312,0.234375,0.75
313,0.234375,0.75
314,0.234375,0.75
315,0.234375,0.75
316,0.234375,0.75
317,0.234375,0.75
318,0.234375,0.75
319,0.234375,0.75
320,0.234375,0.75
321,0.234375,0.75
322,0.234375,0.75
323,0.234375,0.75
324,0.234375,0.75
325,0.234375,0.75
326,0.234375,0.75
327,0.234375,0.75
328,0.234375,0.75
329,0.234375,0.75
330,0.234375,0.75
331,0.234375,0.75
332,0.234375,0.75
333,0.234375,0.75
334,0.234375,0.75
335,0.234375,0.75
336,0.234375,0.75
337,0.234375,0.75
338,0.234375,0.75
339,0.234375,0.75
340,0.234375,0.75
341,0.234375,0.75
342,0.234375,0.75
343,0.234375,0.75
344,0.234375,0.75
345,0.234375,0.75
346,0.234375,0.75
347,0.234375,0.75
348,0.234375,0.75
349,0.234375,0.75
350,0.234375,0.75
351,0.234375,0.75
352,0.234375,0.75
353,0.234375,0.75
354,0.234375,0.75
355,0.234375,0.75
356,0.234375,0.75
357,0.234375,0.75
358,0.234375,0.75
359,0.234375,0.75
360,0.234375,0.75
361,0.234375,0.75
362,0.234375,0.714285714
363,0.234375,0.714285714
364,0.234375,0.714285714
365,0.234375,0.714285714
366,0.234375,0.714285714
367,0.234375,0.714285714
368,0.234375,0.714285714
369,0.234375,0.714285714
370,0.234375,0.714285714
371,0.234375,0.681818182
372,0.234375,0.681818182
373,0.234375,0.681818182
374,0.25,0.695652174
375,0.25,0.695652174
376,0.25,0.695652174
377,0.25,0.695652174
378,0.265625,0.708333333
379,0.265625,0.708333333
380,0.265625,0.708333333
381,0.265625,0.708333333
382,0.265625,0.708333333
383,0.265625,0.708333333
384,0.265625,0.708333333
385,0.265625,0.708333333
386,0.265625,0.708333333
387,0.265625,0.708333333
388,0.265625,0.708333333
389,0.265625,0.708333333
390,0.265625,0.708333333
391,0.265625,0.708333333
392,0.265625,0.708333333
393,0.265625,0.708333333
394,0.265625,0.708333333
395,0.265625,0.708333333
396,0.265625,0.708333333
397,0.265625,0.68
398,0.265625,0.653846154
399,0.265625,0.653846154
400,0.265625,0.653846154
401,0.265625,0.653846154
402,0.265625,0.653846154
403,0.265625,0.653846154
404,0.265625,0.653846154
405,0.265625,0.653846154
406,0.265625,0.653846154
407,0.28125,0.666666667
408,0.28125,0.666666667
409,0.28125,0.666666667
410,0.28125,0.666666667
411,0.28125,0.666666667
412,0.28125,0.666666667
413,0.28125,0.666666667
414,0.28125,0.666666667
415,0.28125,0.666666667
416,0.28125,0.666666667
417,0.28125,0.666666667
418,0.28125,0.666666667
419,0.28125,0.666666667
420,0.28125,0.666666667
421,0.296875,0.678571429
422,0.296875,0.678571429
423,0.296875,0.678571429
424,0.296875,0.678571429
425,0.296875,0.678571429
426,0.296875,0.678571429
427,0.296875,0.678571429
428,0.296875,0.678571429
429,0.296875,0.678571429
430,0.296875,0.678571429
431,0.296875,0.678571429
432,0.296875,0.678571429
433,0.296875,0.678571429
434,0.296875,0.678571429
435,0.296875,0.678571429
436,0.296875,0.678571429
437,0.296875,0.678571429
438,0.296875,0.678571429
439,0.296875,0.678571429
440,0.296875,0.678571429
441,0.296875,0.678571429
442,0.296875,0.678571429
443,0.296875,0.678571429
444,0.296875,0.678571429
445,0.296875,0.678571429
446,0.296875,0.678571429
447,0.296875,0.678571429
448,0.296875,0.678571429
449,0.296875,0.678571429
450,0.3125,0.689655172
451,0.3125,0.689655172
452,0.3125,0.689655172
453,0.3125,0.689655172
454,0.3125,0.689655172
455,0.3125,0.689655172
456,0.3125,0.689655172
457,0.3125,0.689655172
458,0.3125,0.689655172
459,0.3125,0.689655172
460,0.3125,0.689655172
461,0.3125,0.689655172
462,0.3125,0.689655172
463,0.3125,0.689655172
464,0.3125,0.689655172
465,0.3125,0.689655172
466,0.3125,0.689655172
467,0.3125,0.689655172
468,0.3125,0.666666667
469,0.3125,0.666666667
470,0.3125,0.666666667
471,0.3125,0.666666667
472,0.3125,0.666666667
473,0.3125,0.666666667
474,0.3125,0.666666667
475,0.3125,0.666666667
476,0.3125,0.666666667
477,0.3125,0.666666667
478,0.3125,0.666666667
479,0.3125,0.666666667
480,0.3125,0.666666667
481,0.3125,0.666666667
482,0.3125,0.666666667
483,0.3125,0.666666667
484,0.3125,0.666666667
485,0.3125,0.666666667
486,0.3125,0.666666667
487,0.3125,0.666666667
488,0.3125,0.666666667
489,0.3125,0.666666667
490,0.3125,0.666666667
491,0.3125,0.666666667
492,0.3125,0.666666667
493,0.3125,0.666666667
494,0.3125,0.666666667
495,0.3125,0.666666667
496,0.3125,0.666666667
497,0.3125,0.666666667
498,0.3125,0.666666667
499,0.3125,0.666666667
500,0.3125,0.666666667
501,0.3125,0.666666667
502,0.3125,0.666666667
503,0.3125,0.666666667
504,0.3125,0.666666667
505,0.3125,0.666666667
506,0.3125,0.666666667
507,0.3125,0.666666667
508,0.3125,0.666666667
509,0.3125,0.666666667
510,0.3125,0.666666667
511,0.3125,0.666666667
512,0.3125,0.666666667
513,0.3125,0.666666667
514,0.3125,0.666666667
515,0.3125,0.666666667
516,0.3125,0.666666667
517,0.328125,0.677419355
518,0.328125,0.677419355
519,0.328125,0.677419355
520,0.34375,0.666666667
521,0.34375,0.666666667
522,0.34375,0.666666667
523,0.34375,0.666666667
524,0.34375,0.666666667
525,0.34375,0.666666667
526,0.34375,0.666666667
527,0.34375,0.666666667
528,0.359375,0.676470588
529,0.359375,0.676470588
530,0.359375,0.676470588
531,0.359375,0.676470588
532,0.359375,0.676470588
533,0.359375,0.676470588
534,0.359375,0.676470588
535,0.359375,0.676470588
536,0.359375,0.676470588
537,0.359375,0.676470588
538,0.359375,0.676470588
539,0.359375,0.657142857
540,0.359375,0.657142857
541,0.359375,0.657142857
542,0.359375,0.657142857
543,0.359375,0.657142857
544,0.359375,0.657142857
545,0.359375,0.657142857
546,0.359375,0.657142857
547,0.359375,0.657142857
548,0.359375,0.657142857
549,0.359375,0.657142857
550,0.359375,0.657142857
551,0.359375,0.657142857
552,0.359375,0.657142857
553,0.359375,0.657142857
554,0.359375,0.657142857
555,0.359375,0.657142857
556,0.359375,0.657142857
557,0.359375,0.657142857
558,0.359375,0.657142857
559,0.359375,0.657142857
560,0.359375,0.657142857
561,0.359375,0.657142857
562,0.359375,0.657142857
563,0.359375,0.657142857
564,0.359375,0.657142857
565,0.359375,0.657142857
566,0.359375,0.657142857
567,0.359375,0.657142857
568,0.359375,0.657142857
569,0.359375,0.657142857
570,0.359375,0.657142857
571,0.359375,0.657142857
572,0.359375,0.657142857
573,0.359375,0.657142857
574,0.359375,0.657142857
575,0.359375,0.657142857
576,0.359375,0.657142857
577,0.359375,0.638888889
578,0.359375,0.638888889
579,0.359375,0.638888889
580,0.359375,0.638888889
581,0.359375,0.638888889
582,0.359375,0.638888889
583,0.359375,0.638888889
