,FPR,TPR
0,0.0215053763441,0.0
1,0.0215053763441,0.0
2,0.0268817204301,0.0
3,0.0268817204301,0.015625
4,0.0268817204301,0.015625
5,0.0268817204301,0.03125
6,0.0268817204301,0.03125
7,0.0268817204301,0.046875
8,0.0322580645161,0.046875
9,0.0322580645161,0.046875
10,0.0322580645161,0.046875
11,0.0322580645161,0.0625
12,0.0322580645161,0.078125
13,0.0322580645161,0.09375
14,0.0376344086022,0.09375
15,0.0376344086022,0.09375
16,0.0376344086022,0.109375
17,0.0376344086022,0.109375
18,0.0376344086022,0.109375
19,0.0376344086022,0.109375
20,0.0376344086022,0.109375
21,0.0376344086022,0.109375
22,0.0376344086022,0.109375
23,0.0376344086022,0.109375
24,0.0376344086022,0.125
25,0.0376344086022,0.125
26,0.0376344086022,0.125
27,0.0376344086022,0.125
28,0.0376344086022,0.125
29,0.0376344086022,0.125
30,0.0376344086022,0.125
31,0.0376344086022,0.125
32,0.0376344086022,0.125
33,0.0376344086022,0.125
34,0.0376344086022,0.125
35,0.0376344086022,0.125
36,0.0376344086022,0.125
37,0.0376344086022,0.125
38,0.0376344086022,0.125
39,0.0376344086022,0.125
40,0.0376344086022,0.125
41,0.0376344086022,0.125
42,0.0376344086022,0.125
43,0.0376344086022,0.125
44,0.0376344086022,0.125
45,0.0376344086022,0.125
46,0.0376344086022,0.125
47,0.0376344086022,0.125
48,0.0376344086022,0.125
49,0.0376344086022,0.125
50,0.0376344086022,0.125
51,0.0376344086022,0.125
52,0.0376344086022,0.125
53,0.0376344086022,0.125
54,0.0376344086022,0.125
55,0.0376344086022,0.125
56,0.0376344086022,0.125
57,0.0376344086022,0.140625
58,0.0376344086022,0.140625
59,0.0376344086022,0.140625
60,0.0376344086022,0.140625
61,0.0376344086022,0.140625
62,0.0376344086022,0.140625
63,0.0376344086022,0.140625
64,0.0376344086022,0.140625
65,0.0376344086022,0.15625
66,0.0376344086022,0.15625
67,0.0376344086022,0.15625
68,0.0376344086022,0.15625
69,0.0376344086022,0.15625
70,0.0376344086022,0.15625
71,0.0376344086022,0.15625
72,0.0376344086022,0.15625
73,0.0376344086022,0.15625
74,0.0376344086022,0.15625
75,0.0376344086022,0.15625
76,0.0376344086022,0.15625
77,0.0376344086022,0.15625
78,0.0376344086022,0.15625
79,0.0376344086022,0.15625
80,0.0376344086022,0.15625
81,0.0376344086022,0.15625
82,0.0376344086022,0.15625
83,0.0376344086022,0.15625
84,0.0376344086022,0.15625
85,0.0376344086022,0.15625
86,0.0376344086022,0.15625
87,0.0376344086022,0.15625
88,0.0376344086022,0.15625
89,0.0376344086022,0.15625
90,0.0376344086022,0.15625
91,0.0376344086022,0.15625
92,0.0376344086022,0.15625
93,0.0376344086022,0.15625
94,0.0376344086022,0.15625
95,0.0376344086022,0.15625
96,0.0376344086022,0.15625
97,0.0376344086022,0.15625
