id,FPR,TPR
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0.015625
92,0,0.015625
93,0,0.015625
94,0,0.015625
95,0,0.015625
96,0,0.015625
97,0,0.015625
98,0,0.015625
99,0,0.015625
100,0,0.015625
101,0,0.015625
102,0,0.015625
103,0,0.015625
104,0,0.015625
105,0,0.015625
106,0,0.015625
107,0,0.015625
108,0,0.015625
109,0,0.015625
110,0,0.015625
111,0,0.015625
112,0,0.015625
113,0,0.015625
114,0,0.015625
115,0,0.015625
116,0,0.015625
117,0,0.015625
118,0,0.015625
119,0,0.015625
120,0,0.015625
121,0,0.015625
122,0,0.015625
123,0,0.015625
124,0,0.015625
125,0,0.015625
126,0,0.015625
127,0,0.015625
128,0,0.015625
129,0,0.015625
130,0,0.015625
131,0,0.015625
132,0,0.015625
133,0.005376344,0.015625
134,0.005376344,0.015625
135,0.005376344,0.015625
136,0.005376344,0.015625
137,0.005376344,0.015625
138,0.005376344,0.015625
139,0.005376344,0.015625
140,0.005376344,0.015625
141,0.005376344,0.015625
142,0.005376344,0.015625
143,0.005376344,0.015625
144,0.005376344,0.015625
145,0.005376344,0.015625
146,0.005376344,0.015625
147,0.005376344,0.015625
148,0.005376344,0.015625
149,0.005376344,0.015625
150,0.005376344,0.015625
151,0.005376344,0.015625
152,0.005376344,0.015625
153,0.005376344,0.015625
154,0.005376344,0.015625
155,0.005376344,0.015625
156,0.005376344,0.015625
157,0.005376344,0.015625
158,0.005376344,0.03125
159,0.005376344,0.03125
160,0.005376344,0.03125
161,0.005376344,0.03125
162,0.005376344,0.03125
163,0.005376344,0.03125
164,0.005376344,0.03125
165,0.005376344,0.03125
166,0.005376344,0.03125
167,0.005376344,0.03125
168,0.005376344,0.03125
169,0.005376344,0.03125
170,0.005376344,0.03125
171,0.005376344,0.03125
172,0.005376344,0.03125
173,0.005376344,0.03125
174,0.005376344,0.03125
175,0.005376344,0.046875
176,0.005376344,0.046875
177,0.005376344,0.046875
178,0.005376344,0.078125
179,0.005376344,0.078125
180,0.005376344,0.078125
181,0.005376344,0.078125
182,0.005376344,0.078125
183,0.005376344,0.078125
184,0.005376344,0.078125
185,0.005376344,0.078125
186,0.005376344,0.078125
187,0.005376344,0.078125
188,0.005376344,0.078125
189,0.010752688,0.078125
190,0.010752688,0.078125
191,0.010752688,0.078125
192,0.010752688,0.078125
193,0.010752688,0.078125
194,0.010752688,0.078125
195,0.010752688,0.078125
196,0.010752688,0.078125
197,0.010752688,0.078125
198,0.010752688,0.078125
199,0.010752688,0.078125
200,0.010752688,0.078125
201,0.010752688,0.078125
202,0.010752688,0.078125
203,0.010752688,0.078125
204,0.010752688,0.078125
205,0.010752688,0.078125
206,0.010752688,0.078125
207,0.010752688,0.078125
208,0.016129032,0.078125
209,0.016129032,0.078125
210,0.016129032,0.078125
211,0.016129032,0.078125
212,0.016129032,0.078125
213,0.016129032,0.078125
214,0.016129032,0.078125
215,0.016129032,0.078125
216,0.016129032,0.078125
217,0.016129032,0.078125
218,0.016129032,0.078125
219,0.016129032,0.078125
220,0.016129032,0.078125
221,0.016129032,0.078125
222,0.016129032,0.078125
223,0.016129032,0.078125
224,0.016129032,0.078125
225,0.016129032,0.078125
226,0.016129032,0.078125
227,0.016129032,0.078125
228,0.016129032,0.078125
229,0.016129032,0.078125
230,0.016129032,0.078125
231,0.016129032,0.078125
232,0.016129032,0.078125
233,0.016129032,0.078125
234,0.016129032,0.078125
235,0.016129032,0.078125
236,0.016129032,0.078125
237,0.016129032,0.078125
238,0.016129032,0.078125
239,0.016129032,0.078125
240,0.016129032,0.078125
241,0.016129032,0.078125
242,0.016129032,0.078125
243,0.016129032,0.078125
244,0.016129032,0.078125
245,0.016129032,0.078125
246,0.016129032,0.078125
247,0.016129032,0.078125
248,0.016129032,0.078125
249,0.016129032,0.078125
250,0.016129032,0.078125
251,0.016129032,0.078125
252,0.016129032,0.078125
253,0.016129032,0.078125
254,0.016129032,0.078125
255,0.016129032,0.078125
256,0.016129032,0.078125
257,0.016129032,0.078125
258,0.016129032,0.078125
259,0.016129032,0.078125
260,0.016129032,0.078125
261,0.016129032,0.078125
262,0.016129032,0.078125
263,0.016129032,0.078125
264,0.016129032,0.078125
265,0.016129032,0.078125
266,0.016129032,0.078125
267,0.016129032,0.078125
268,0.016129032,0.078125
269,0.016129032,0.078125
270,0.016129032,0.078125
271,0.016129032,0.078125
272,0.016129032,0.078125
273,0.016129032,0.078125
274,0.016129032,0.078125
275,0.016129032,0.078125
276,0.016129032,0.078125
277,0.016129032,0.078125
278,0.016129032,0.078125
279,0.016129032,0.078125
280,0.016129032,0.078125
281,0.016129032,0.078125
282,0.016129032,0.09375
283,0.016129032,0.09375
284,0.021505376,0.09375
285,0.021505376,0.09375
286,0.021505376,0.09375
287,0.021505376,0.09375
288,0.021505376,0.09375
289,0.021505376,0.09375
290,0.021505376,0.09375
291,0.021505376,0.09375
292,0.021505376,0.109375
293,0.021505376,0.109375
294,0.02688172,0.109375
295,0.02688172,0.109375
296,0.02688172,0.109375
297,0.02688172,0.109375
298,0.02688172,0.109375
299,0.02688172,0.125
300,0.02688172,0.125
301,0.02688172,0.125
302,0.02688172,0.125
303,0.02688172,0.125
304,0.02688172,0.140625
305,0.02688172,0.140625
306,0.02688172,0.140625
307,0.02688172,0.140625
308,0.02688172,0.140625
309,0.02688172,0.140625
310,0.02688172,0.140625
311,0.02688172,0.140625
312,0.02688172,0.140625
313,0.02688172,0.140625
314,0.02688172,0.140625
315,0.02688172,0.140625
316,0.02688172,0.140625
317,0.02688172,0.140625
318,0.02688172,0.140625
319,0.02688172,0.140625
320,0.02688172,0.140625
321,0.02688172,0.140625
322,0.02688172,0.15625
323,0.02688172,0.171875
324,0.02688172,0.171875
325,0.02688172,0.171875
