CEL0561,0,0.001780537,0.000326365,0.005802514,0.001984186,0.002355583,0.001165145,0.000818927,0.000642391,0.003891603,0.004309771,0.000674744,0.004316468,0.001333929,6.30E-05,0.000219815,0.095222295,0.000236504,0.000468313,0.016499963,0.000642391,0.002179871,0.033520441,0.000718064,0.003558614,0.003809617,5.56E-05,0.00023608,0.001578979,0.00076245,0.000771254,0.000403371,0.00133689,0.000706811,0.003111726,0.095222295,0.001059585,0.006359553,0.005840986,0.001915195,0.004400144,0.019057614,,,,,,,,,,,,,,,,,,
JFC0557,0,9.48E-10,1.25E-06,2.45E-12,1.25E-06,2.60E-06,2.98E-06,1.38E-06,5.43E-07,2.78E-07,6.71E-05,1.24E-08,1.03E-09,6.49E-07,1.37E-10,9.85E-07,9.19E-07,4.98E-11,3.32E-07,1.52E-06,8.44E-09,5.46E-16,4.38E-10,5.36E-09,1.65E-05,1.17E-10,5.52E-08,5.17E-12,9.90E-13,2.26E-08,8.25E-07,6.01E-08,1.74E-07,1.17E-08,1.03E-06,4.80E-07,4.42E-11,1.63E-06,2.05E-11,1.52E-07,3.26E-05,7.07E-07,,,,,,,,,,,,,,,,,,
ASD0577,0,0.530364372,0.155844156,0.04535672,0.04757859,0.530364372,1,0.318181818,0.259770305,0.082872928,0.045918367,0.530364372,0.082872928,0.530364372,0.129554656,0.045918367,0.318181818,0.530364372,0.155844156,0.129554656,0.04757859,0.318181818,0.530364372,0.04757859,0.530364372,0,0.259770305,0.063455342,0.530364372,0.318181818,0.259770305,0.318181818,0.082872928,0.259770305,0.092603303,0.259770305,0.049723757,0.023303799,0.155844156,0.082872928,0.045918367,0.092603303,,,,,,,,,,,,,,,,,,
MAR0955,1,0.035550459,0.081896552,0.3875,0.50990099,0.112178218,0.3875,0,0.3875,0.112178218,0.50990099,0.3875,0.3875,0.035550459,0.3875,0.3875,0.3875,0.50990099,0.50990099,0.002524262,0.3875,0.50990099,1,0.3875,0.3875,0.50990099,0,0.112178218,0,0,0.3875,0,0.112178218,0,0,0,0.3875,0.3875,0.50990099,0.3875,1,0.035550459,,,,,,,,,,,,,,,,,,
GRM0868,0,0.000829176,0.001814886,0.004912378,0.005416602,0.014899803,0.000727496,0.011918008,0.00784073,0.002585043,0.000366491,0.00103663,0.013512801,0.007110847,0.000848639,0.000791835,0.001875235,0.004912378,0.026964165,0.000291104,0.003563525,0.000791835,0.003563525,4.20E-05,0.000553187,0.006771795,0.000955048,0.009078399,0.024454107,0.000603171,0.019560275,0.001039511,0.009078399,0.004912378,0.009078399,0.006771795,0.006915361,6.92E-05,0.012868496,0.005267692,0.000814219,0.001364657,,,,,,,,,,,,,,,,,,
AAL0706,0,0.394366197,0.109756098,0.394366197,0.051299668,0.516260163,0.516260163,0.108898628,0.109756098,1,0.051299668,0.516260163,0.516260163,0.394366197,0.108898628,0.394366197,0.516260163,0.051299668,0.394366197,0.516260163,0.105454545,0.516260163,0.109756098,0.051299668,0.516260163,0.051299668,0.516260163,0.108898628,0.516260163,0.051299668,0.516260163,0.394366197,0.394366197,0.108898628,0.516260163,0.108898628,0.109756098,0.109756098,0.394366197,0.516260163,0.394366197,0.516260163,,,,,,,,,,,,,,,,,,
RVC0232,0,0.004165238,0,0.004021247,0.000398804,0.066504376,0.066504376,0.039844408,0.001611747,0.066504376,0.020268644,0.038115691,0.00109407,0.007999665,0.026086252,0.004655502,0.060858755,0.018663073,0.037488709,0.000506416,0.001776913,0.026877989,0.030958534,0.000594607,0.005864442,0.009435282,0.020143693,9.93E-05,0.028506168,0.001949873,0.04165153,0.002118835,0.110318274,0.04165153,0.043540613,0.002201279,0.018663073,0.007999665,0.003166568,0.024543969,0.101579463,0.000410442,,,,,,,,,,,,,,,,,,
TCD0009,0,0.004412955,0.004904455,0.002799151,0.002807051,0.032798311,0.014971713,0.001606608,0.008569019,0.014971713,0.002232476,0.008569019,0.004904455,0.001639239,0.009595131,0.000306476,0.079853261,0.002807051,0.004904455,0.001797893,0.00354608,0.026158442,0.008633556,0.01063379,0.005533108,0.005533108,0.001815405,0.014971713,0.045703796,0.000919538,0.000938214,0.008569019,0.001163464,1.17E-05,0.026158442,0.079853261,0.051176675,0.001606608,0.008569019,0.005533108,0.021019912,0.002807051,,,,,,,,,,,,,,,,,,
ASM0575,0,0.062900063,0.210287875,0.286195286,0.044444444,0.040700041,0.700534759,0.700534759,0.082621083,0.286195286,0.324990352,0.062900063,0.700534759,0.210287875,0.647058824,0.085910653,0.077319588,0.088888889,0.077319588,0.059476606,0.700534759,0.001965024,0.008424037,0.700534759,0.700534759,0.700534759,0.700534759,0.132771009,0.019909502,0.025661136,0.005192718,0.286195286,0.000984166,0.044444444,0.018881462,0.05751634,0.700534759,0.123076923,0.700534759,0.286195286,0.453287197,0.093820744,,,,,,,,,,,,,,,,,,
JLM0364,1,2.08E-05,1.56E-07,1.60E-06,7.30E-05,0.021102115,0.000256346,0.013973939,1.19E-06,7.72E-06,0.001569609,0.00294319,0.013973939,0.001622487,4.25E-07,2.13E-08,5.29E-08,0.001001266,0.000348739,0.000282885,1.51E-09,5.00E-05,0.000194091,0.004526158,0.00085333,3.08E-06,0.000578674,0.000392402,9.26E-07,0.000154387,3.26E-07,9.07E-06,0.004570519,4.93E-06,0.007952877,1.85E-08,0.000569842,0.000242528,0.010316331,0.001480391,0.000744274,1.27E-07,,,,,,,,,,,,,,,,,,
FOB0756,0,0.148112932,0.106497998,0.017572721,0.057298808,0.000936855,0.103271778,0,8.33E-05,0.012861061,9.22E-05,0.116314676,0.000279325,5.33E-06,0.00162872,0.003425107,1.66E-06,0,0.002076658,1.37E-05,0.033309795,0.134093362,0.022512154,0.106497998,0.000294517,0.01371416,2.70E-08,2.38E-05,0.018255051,4.98E-06,0.000491672,0.020293656,7.16E-07,0.006465435,0.015244426,0.019475963,0.026299338,0,0.06913042,0.039477698,0.000347669,0.03872171,,,,,,,,,,,,,,,,,,
GCG0951,0,0.000199885,0,0.128116978,0.128116978,0.128116978,0,0.212590827,0.212590827,0.039336534,0.206516803,0.002411948,0.021276596,0.134920635,0.134920635,0.212590827,0.111111111,0.729166667,0.011411194,0.212590827,0.057886741,0.729166667,0.111111111,0.088604569,0.303905391,0.005787037,0.729166667,0.011411194,0.024296094,0.001402546,0.212590827,0.028052805,0.13962766,0.729166667,0.008897012,0.708333333,0.212590827,0.057886741,0.037352906,0.035753575,0.002556636,0.002172864,,,,,,,,,,,,,,,,,,
HWY0038,0,2.94E-05,7.86E-06,4.30E-08,0.000144005,0.000462012,0.001870679,6.37E-07,6.18E-05,0.022404783,0.000611723,0.003856561,0.001038998,0.000578687,0,0.003741357,0.000320111,1.51E-06,0,0,0.00438623,9.65E-06,6.70E-06,0.015426244,0.005705447,0,0.024626359,0.000217275,9.08E-06,3.18E-07,0.000477144,2.41E-05,1.10E-05,2.39E-06,0.003029158,4.50E-05,0.003740643,0.010621349,1.46E-09,0.007315848,0.001772229,0.003741357,,,,,,,,,,,,,,,,,,
AAV0450,0,0.032258065,0.665322581,0.665322581,0.096774194,0.665322581,0.665322581,0.296167247,0.296167247,0.665322581,0.296167247,0.296167247,0.025806452,0.296167247,0.054726557,0.076430257,0.665322581,0.296167247,0.665322581,0.296167247,0,0.665322581,0.096774194,0.076430257,0.665322581,0.025806452,0.665322581,0.296167247,0.665322581,0.665322581,0.665322581,0.665322581,0.139152435,1,0.665322581,0.076430257,0.296167247,0.096774194,0.096774194,0.296167247,0.296167247,0.296167247,,,,,,,,,,,,,,,,,,
CJV0286,0,0.092697596,0.011030422,0.091173329,0.00014573,0.008832593,0.002273824,0.166985899,0.002151092,0.012054318,0.063076625,0.058082052,0.006626122,0.275216577,0.097746946,0.054462982,0.275216577,0.017304606,0.090007085,0.05015046,0.000314801,0.220702055,0.397573752,0.091511855,0.021780769,0.003246266,0.011030422,0.002733833,0.141203776,0.050800271,0.000231404,0.002434699,0.001833112,0.001347523,0.03918276,0.115594371,0.006757359,0.031712462,0.063076625,0.049750743,0.012386296,0.000697595,,,,,,,,,,,,,,,,,,
TDG0962,0,0.000187083,0.96,0.008118653,0.299435028,0.96,0.299435028,0.96,0.059310891,0.00021067,0.96,0.014741011,1,0.001359851,0.000298697,0.67584,0.030662147,0.053032612,0.299435028,0.299435028,0.067340067,0.347957228,0.108531857,0.03236915,0.015816744,0.299435028,0.014741011,0.299435028,0.000896,0.170024554,0.14,0.108531857,0.299435028,0.347957228,0.053032612,0.005449505,0.108531857,0.011926526,0.21080226,0.299435028,0.096,0.67584,,,,,,,,,,,,,,,,,,
SVL0803,0,0.062147776,0.012175143,0.020963216,0.020963216,0.004106827,0.03609456,0.020963216,0.013287505,0.063521089,0.001186747,0.03609456,0.020963216,0.010409175,0.001409002,0.020963216,0.021426452,0.03609456,0.007071153,0.013287505,0.000602009,0.022383858,0.000767289,0.013287505,0.007887729,0.007887729,0.001186747,0.002373575,0.022383858,0.001036541,0.012444184,0.021899924,0.107006321,0.001905669,0.020963216,0.022383858,0.03609456,0.000689246,0.003675449,0.03609456,0.007071153,0.00673575,,,,,,,,,,,,,,,,,,
MDM0625,0,1.83E-08,5.71E-12,3.36E-30,1.18E-12,8.63E-14,5.03E-11,2.24E-21,1.30E-15,7.31E-25,1.38E-20,2.88E-19,1.32E-11,1.24E-26,5.16E-18,1.11E-22,1.20E-13,1.04E-14,1.28E-13,1.46E-17,6.25E-16,6.66E-17,1.85E-14,2.61E-15,1.66E-15,2.16E-14,6.45E-18,2.71E-12,0,1.98E-15,7.04E-13,2.88E-09,5.17E-14,6.93E-12,4.81E-14,1.35E-14,5.84E-11,2.30E-20,2.38E-19,1.14E-10,1.10E-30,4.88E-20,,,,,,,,,,,,,,,,,,
GMF0738,0,0.013268328,0.000120741,7.29E-05,0.002590381,0.002987273,0.00012277,0.006295722,0.000163561,0.004097777,0.016221934,0.01217634,2.91E-05,0.001641754,0.000261481,0.006482359,0.008387479,0.006482359,0.027963198,3.08E-05,0.000720766,0.01025458,0.001459459,0.003351675,0.000311292,0.009139677,0.002057736,4.36E-05,0.013268328,0.000314402,0.001637491,0.009139677,0.040594965,0.000139568,0.001784343,0.000960241,0.006295722,0.002057736,0.001637491,0.000654349,0.002987273,0.01025458,,,,,,,,,,,,,,,,,,
BER0314,0,0.008519527,0.009055612,0.002668975,0.000318521,0.000762992,0.000318521,0.001758206,0.006057154,0.008519527,0.019042059,0.000762992,0.001228769,0.000367725,0.008519527,0.002196693,0.005698575,0.003990192,0.002836919,0.000986183,0.00392978,0.042561052,0.001926741,0.002710005,0.004177058,0.004177058,0.013131546,0.000688174,0.00055821,0.001923075,0.000146923,0.001231111,0.000467385,0.000762992,0.000193753,0.003811685,0.001231111,0.000183388,0.00170537,0.002836919,0.000680079,0.003811685,,,,,,,,,,,,,,,,,,
AMR0400,0,0.013005556,0.013005556,0.052845512,2.17E-05,0.02243144,8.03E-06,0.00031785,0.04128973,0.0440655,0.149302982,0.001295158,0.0440655,0.02243144,0.02393943,0.052845512,0.02393943,0.004928035,0.026900885,0.02393943,0.010335363,0.001982546,0.013005556,0.053749074,0.004682,0.097273155,0.038345376,0.001334446,0.013005556,0.007065518,0.001432468,0.000790662,0.024982593,0.000230791,0.011418672,0.001289722,0.0022278,0.017526334,0.001451289,0.000657516,0.081111716,0.000479622,,,,,,,,,,,,,,,,,,
YCE0983,0,0.005025854,0.076749041,0.001468363,0.004346567,0.003717606,0.012796701,0.000396532,0.001459107,0.021498217,0.037670475,0.012268848,0.021498217,0.009872924,0.014878914,0.00017846,0.033792638,0.037670475,0.066008481,4.69E-05,0.000954833,0.001436602,0.076749041,0.066008481,0.007574174,0.021498217,0.050926933,0.022423152,0.037670475,0.037670475,0.022423152,0.021498217,0.033792638,0.029063565,0.076749041,0.002133411,0.000475215,0.007616317,0.001254914,0.00366388,0.00179833,0.021498217,,,,,,,,,,,,,,,,,,
BJW0619,0,0.001572509,0.006101415,0.000589437,0.008626258,0.001451813,0.014991187,0.008626258,0.000348729,0.001572509,0.022956748,0.041800421,0.001421184,0.000285954,0.005376398,0.001647593,0.000974015,0.017825099,0.003082121,0.001146988,0.000474299,0.003241414,0.003678525,0.012607823,0.014991187,0.005131386,0.005131386,0.001382247,0.002116704,0.013209817,0.000384913,0.000520674,0.0093434,0.000625983,0.000589437,0.027296458,0.008233144,0.003241414,0.011109663,0.000806196,0.003241414,0.002116704,,,,,,,,,,,,,,,,,,
DPS0262,0,0.007979196,0.013044983,0.019920154,0.029050225,0.005935515,0.5,0.002790903,0.000651132,0.131394354,0.061782162,0.131394354,0.060841369,0.131394354,0.001019306,0.089410359,0.042364911,0.007979196,0.002070047,0.019920154,0.041400931,0.131394354,0.013044983,0.004504949,0.02838921,0.007038983,0.001913762,0.060841369,0.019318102,0.002167795,0.000525651,0.007038983,0.061782162,0.003284462,0.131394354,0.001452511,0.028828194,0.003234448,0.000772479,0.000421904,0.000430749,0.019920154,,,,,,,,,,,,,,,,,,
TYB0779,0,0.011702478,0.039362879,0.061348668,0.039362879,0.016931968,0.042985571,0.008603068,0.057445163,0.435147108,0.025526777,0.005810016,0.004869324,0.012493434,0.449848024,0.449848024,0.071895425,0.020675808,0.061348668,0.002845502,0.060162046,0.009522976,0.024293431,0.1698862,0.006006301,0.1698862,0.1698862,0.001649298,0.002098091,0.519756839,3.12E-05,0.009258449,0.017655261,0.149472555,0.152003442,0.465045593,0.149472555,0.1698862,0.1698862,0.000133727,0.061392157,0.133738602,,,,,,,,,,,,,,,,,,
MAS0025,1,0.00867497,0.002776348,0.037932456,0.000673822,0.001983924,0.008883695,0.01315543,0.000477183,0.008989933,0.004455264,0.018140092,0.002007649,0.018798706,0.00867497,0.005999047,0.026545325,0.004148552,0.000128387,0.001081296,0.002007649,0.000233689,0.018140092,0.00867497,0.002937896,0.000193161,0.026545325,0,9.74E-06,0.00198965,0.038386082,0,0,0,0,0.004148552,0,0.002868869,0.00096824,1.45E-05,0.012694528,0.000151318,,,,,,,,,,,,,,,,,,
KBL0260,0,0.041043037,4.30E-05,0.043766897,0.069994853,0.015048476,0.041043037,0.00766367,0.027366887,0.002996375,0.005517541,0.027366887,0.069994853,0.015048476,0.010700023,0.017112169,0.017112169,0.027366887,0.002652539,0.007579657,0.015048476,0.000941807,0.015048476,0.041043037,0.016571122,0.010700023,0.004739463,0.04238309,0.005517541,0.024852266,0.016571122,0.010700023,0.024852266,0.067781781,0.067781781,0.017112169,0.04238309,0.043766897,0.111940299,0.027366887,0.004791996,0.015048476,,,,,,,,,,,,,,,,,,
GHL0460,1,0.047609718,0.086092715,0.019007483,0.306818182,0.59602649,0.047609718,0.067739079,0.59602649,0.047609718,0.086092715,0.59602649,0.306818182,0.149006623,0.59602649,0.306818182,0.59602649,0.067739079,0.59602649,0.59602649,0.306818182,0.306818182,0.131590264,0.59602649,0.131590264,0.306818182,0.59602649,0.013798701,0,0.59602649,0.306818182,0.59602649,0,0.047609718,0.306818182,0,0.59602649,0.067739079,0.306818182,0.306818182,0.59602649,0.086092715,,,,,,,,,,,,,,,,,,
FMG0527,1,0.496124031,0.151118239,0.11948884,0.207778849,0.151118239,0.068805455,0.207778849,0.392284118,0.496124031,0.009614045,0.151118239,0.068805455,0.151118239,0.62745098,0.207778849,0.03156309,0.62745098,0.62745098,0.496124031,0.050089445,0.030647197,0,0.151118239,0.11948884,0,0.013218756,0,0.046030268,0,0,0.151118239,0.068805455,0.151118239,0.392284118,0.03875969,0.207778849,0.62745098,0.020628863,0.164290253,0.62745098,,,,,,,,,,,,,,,,,,,
HCL0651,0,0.000153165,0.031340097,0.300708253,8.04E-06,0.073311243,1.42E-06,0.000547976,0.0558478,9.41E-09,0.004709742,7.92E-06,0.027214784,5.24E-07,3.08E-05,6.66E-06,0.364108564,0.000273425,6.39E-06,0.006842227,0.007288506,0.002802354,0.034106146,9.05E-05,3.19E-06,0.006615672,2.98E-05,1.65E-06,0.234315148,0.000208781,1.89E-05,1.88E-05,1.28E-07,0.000785442,7.49E-07,1.13E-07,0.009996501,0.003900687,0.00121293,0.000566607,4.68E-05,0.023309956,,,,,,,,,,,,,,,,,,
SCP0130,0,0.000418621,0.003556385,0.002256259,0.028155393,9.02E-07,0.000252446,1.18E-06,0.000174747,0.024341899,1.71E-07,0.019906111,0.001428918,2.12E-11,2.51E-05,0,9.03E-05,0.004296266,0,0.045941202,9.62E-05,0.001713021,0.000534584,0.000283935,1.75E-09,0.001452661,0.000245423,0.005221949,1.11E-10,1.27E-06,0.027914298,3.88E-05,0.000609418,2.51E-05,6.82E-06,3.61E-08,3.45E-06,0.001049028,1.33E-05,0.002242605,3.96E-08,3.79E-08,,,,,,,,,,,,,,,,,,
